Gender,Count,Accuracy,Precision,Recall,F1
Female,1706.0,0.8182883939038686,0.7291311754684838,0.7392055267702936,0.7341337907375644
Male,1894.0,0.8643083421330517,0.8351115421920465,0.9082278481012658,0.8701364325416877
