timestamp,data_0,data_1,data_2,data_3,data_4
1743434857.2832382,825.6043701171875,715.2014770507812,794.5787353515625,832.05126953125,1056.886474609375
1743434857.3032167,836.886474609375,714.7985229492188,798.6080322265625,837.2893676757812,715.6043701171875
1743434857.309124,835.2747192382812,713.5897216796875,799.4139404296875,815.1282348632812,727.6923217773438
1743434857.3162193,842.5274658203125,722.4542236328125,802.2344360351562,822.3809814453125,648.3150024414062
1743434857.3212554,839.3040161132812,724.8717651367188,800.2197875976562,831.6483764648438,649.5238037109375
1743434857.3252,837.6923217773438,722.05126953125,803.4432373046875,832.8571166992188,808.2783813476562
1743434857.345324,835.6776733398438,731.3186645507812,805.054931640625,833.6630249023438,699.4871826171875
1743434857.337873,835.6776733398438,728.09521484375,807.069580078125,832.4542236328125,849.7802124023438
1743434857.3313065,840.915771484375,724.8717651367188,808.2783813476562,827.6190185546875,895.3113403320312
1743434857.3524432,848.1685180664062,729.3040161132812,803.4432373046875,833.6630249023438,857.032958984375
1743434857.5572402,835.6776733398438,724.4688720703125,803.8461303710938,838.901123046875,1028.6812744140625
1743434857.5592391,840.915771484375,731.3186645507812,803.040283203125,826.00732421875,735.7509155273438
1743434857.5633426,843.3333129882812,732.12451171875,798.6080322265625,809.4871826171875,677.7289428710938
1743434857.5743372,821.5750732421875,729.7069702148438,798.2051391601562,812.3076782226562,710.3662719726562
1743434857.5782325,834.06591796875,736.959716796875,805.8607788085938,834.4688720703125,658.3883056640625
1743434857.5842478,853.4066162109375,739.3773193359375,814.7252807617188,847.3626098632812,660.8058471679688
1743434857.5883868,846.5567626953125,736.959716796875,815.5311279296875,838.09521484375,739.3773193359375
1743434857.599367,832.4542236328125,734.1392211914062,811.098876953125,823.1868286132812,817.5457763671875
1743434857.6053407,832.4542236328125,736.5567626953125,811.5018310546875,826.8131713867188,815.5311279296875
1743434857.6102781,836.08056640625,740.989013671875,814.3223266601562,830.8424682617188,783.2966918945312
1743434857.616256,835.2747192382812,740.5860595703125,812.3076782226562,825.6043701171875,859.4505615234375
1743434857.6362662,828.4249267578125,753.4798583984375,816.7399291992188,837.6923217773438,1138.6812744140625
1743434857.638247,822.7838745117188,755.8974609375,815.1282348632812,817.94873046875,969.047607421875
1743434857.6422427,823.99267578125,750.2564086914062,814.7252807617188,814.7252807617188,707.94873046875
1743434857.6473053,826.4102783203125,751.8681030273438,818.3516235351562,822.3809814453125,751.8681030273438
1743434857.6563628,823.5897216796875,758.3150024414062,817.1428833007812,823.1868286132812,757.5091552734375
1743434857.6613998,831.6483764648438,761.5384521484375,812.7106323242188,826.4102783203125,804.6520385742188
1743434857.6692717,828.8278198242188,761.94140625,813.113525390625,825.2014770507812,814.3223266601562
1743434857.6764126,824.7985229492188,759.5238037109375,814.3223266601562,820.3662719726562,938.02197265625
1743434857.6823936,822.7838745117188,756.7033081054688,814.7252807617188,821.5750732421875,1016.996337890625
1743434857.6883957,823.1868286132812,747.8388061523438,811.90478515625,815.1282348632812,776.8497924804688
1743434857.6932378,815.1282348632812,735.3479614257812,807.4725341796875,818.7545776367188,706.3369750976562
1743434857.7334354,811.098876953125,736.5567626953125,813.5164794921875,824.7985229492188,844.945068359375
1743434857.7463157,798.2051391601562,742.1978149414062,790.952392578125,806.2637329101562,663.2234497070312
1743434857.749383,805.054931640625,743.003662109375,791.7582397460938,793.7728881835938,573.3699340820312
1743434857.7503877,809.084228515625,737.7655639648438,792.967041015625,801.8314819335938,827.6190185546875
1743434857.754333,796.1904907226562,738.1685180664062,789.7435913085938,808.6813354492188,936.8131713867188
1743434857.758296,778.8644409179688,741.7948608398438,789.7435913085938,785.7142944335938,732.12451171875
1743434857.7623503,786.5201416015625,738.974365234375,792.967041015625,790.952392578125,718.02197265625
1743434857.7653515,801.4285888671875,746.2271118164062,794.5787353515625,821.97802734375,965.018310546875
1743434857.7693732,792.5640869140625,750.2564086914062,791.7582397460938,814.7252807617188,1053.2601318359375
1743434857.7732375,788.937744140625,743.003662109375,794.5787353515625,796.5933837890625,743.4066162109375
