1743446687.0514443,802.6373901367188,771.6116943359375,778.05859375,794.5787353515625,649.120849609375

timestamp,data_0,data_1,data_2,data_3,data_4
1743446687.0371068,799.4139404296875,777.6557006835938,810.6959838867188,807.4725341796875,758.7179565429688
1743446687.0424266,800.6226806640625,765.970703125,792.5640869140625,801.4285888671875,776.4468994140625
1743446687.0534413,793.3699340820312,766.3735961914062,743.003662109375,789.3406372070312,727.6923217773438
1743446687.0614405,800.6226806640625,774.8351440429688,736.959716796875,808.2783813476562,807.87548828125
1743446687.0674415,801.025634765625,776.4468994140625,767.5823974609375,809.4871826171875,849.3773193359375
1743446687.0794468,804.2490844726562,780.0732421875,784.1025390625,799.010986328125,841.3186645507812
1743446687.0854437,802.2344360351562,774.8351440429688,726.886474609375,807.069580078125,833.6630249023438
1743446687.2025094,801.025634765625,767.1795043945312,707.1428833007812,830.8424682617188,1102.0146484375
1743446687.2084548,786.5201416015625,791.7582397460938,852.1978149414062,791.3552856445312,730.10986328125
1743446687.2054708,791.3552856445312,788.5347900390625,841.7216186523438,816.3369750976562,1020.6226806640625
1743446687.2274413,803.040283203125,770.4029541015625,756.7033081054688,805.8607788085938,830.4395751953125
1743446687.250447,809.084228515625,772.8204956054688,792.5640869140625,813.113525390625,840.915771484375
1743446687.2544546,805.054931640625,783.2966918945312,848.974365234375,807.87548828125,682.5640869140625
1743446687.2594466,796.5933837890625,775.2380981445312,835.6776733398438,801.8314819335938,659.1941528320312
1743446687.2624536,798.6080322265625,771.2088012695312,836.4835205078125,795.3846435546875,718.4249267578125
1743446687.268443,811.098876953125,782.087890625,855.018310546875,796.5933837890625,795.3846435546875
1743446687.2704437,802.6373901367188,784.908447265625,864.2857055664062,811.5018310546875,780.4761962890625
1743446687.2734826,801.4285888671875,792.1611938476562,862.2710571289062,817.5457763671875,762.3442993164062
1743446687.2764518,808.6813354492188,787.3259887695312,808.6813354492188,807.4725341796875,1036.3370361328125
1743446687.2814445,807.87548828125,787.7289428710938,856.2271118164062,806.6666870117188,1101.208740234375
1743446687.2854548,813.91943359375,806.6666870117188,911.4285888671875,804.2490844726562,712.7838745117188
1743446687.2914498,818.7545776367188,811.098876953125,828.02197265625,801.8314819335938,721.2454223632812
1743446687.3164556,813.91943359375,815.5311279296875,835.2747192382812,805.054931640625,786.5201416015625
1743446687.3184474,800.6226806640625,822.7838745117188,873.5531005859375,813.91943359375,713.99267578125
