timestamp,data_0,data_1,data_2,data_3,data_4
1743035011.229546,785.7142944335938,801.4285888671875,479.8901062011719,795.7875366210938,878.3883056640625
1743035011.3849025,655.970703125,796.5933837890625,576.1904907226562,761.5384521484375,574.981689453125
1743035011.3937774,687.8021850585938,791.7582397460938,481.0989074707031,765.970703125,634.2124633789062
1743035011.3957877,865.4945068359375,798.2051391601562,541.5384521484375,792.5640869140625,715.6043701171875
1743035011.417832,927.5457763671875,799.8168334960938,644.2857055664062,798.2051391601562,724.4688720703125
1743035011.4237747,642.6740112304688,794.1758422851562,466.19049072265625,764.7619018554688,811.90478515625
1743035011.4195888,772.8204956054688,794.5787353515625,576.1904907226562,780.0732421875,738.1685180664062
1743035011.4396307,685.7875366210938,795.3846435546875,516.959716796875,770.8058471679688,789.7435913085938
1743035011.4416428,840.10986328125,798.2051391601562,576.1904907226562,794.981689453125,735.3479614257812
1743035011.450035,911.4285888671875,797.8021850585938,527.4359130859375,800.6226806640625,838.09521484375
1743035011.4535704,790.5494384765625,791.7582397460938,404.5421142578125,776.4468994140625,905.3846435546875
1743035011.4637375,641.8681030273438,790.5494384765625,267.5457763671875,764.7619018554688,964.6153564453125
1743035011.4695709,663.6264038085938,796.996337890625,491.97802734375,764.3589477539062,742.6007080078125
1743035011.471583,821.1721801757812,800.2197875976562,601.5750732421875,791.3552856445312,637.032958984375
1743035011.475646,923.113525390625,800.2197875976562,473.4432373046875,819.1575317382812,772.0146484375
1743035011.4817262,838.901123046875,800.6226806640625,543.1502075195312,805.4578857421875,759.5238037109375
1743035011.4855578,672.4908447265625,799.010986328125,586.2637329101562,772.4176025390625,659.5970458984375
1743035011.4922538,648.3150024414062,796.996337890625,552.0146484375,770.0,689.010986328125
1743035011.4995363,808.6813354492188,798.2051391601562,495.20147705078125,802.2344360351562,792.1611938476562
1743035011.5043123,924.3223266601562,801.4285888671875,483.5164794921875,818.7545776367188,775.2380981445312
1743035011.5043123,848.974365234375,803.8461303710938,510.5128173828125,801.4285888671875,751.8681030273438
1743035011.5173063,697.87548828125,802.6373901367188,466.19049072265625,790.952392578125,776.0439453125
1743035011.5231624,651.94140625,801.025634765625,285.27471923828125,794.5787353515625,1071.794921875
